date,Qin,flg_2ji
1965/9/16 10:00,18,0
1965/9/16 11:00,18,0
1965/9/16 12:00,18,0
1965/9/16 13:00,18,0
1965/9/16 14:00,18,0
1965/9/16 15:00,18,0
1965/9/16 16:00,18,0
1965/9/16 17:00,18,0
1965/9/16 18:00,18,0
1965/9/16 19:00,18,0
1965/9/16 20:00,19,0
1965/9/16 21:00,22,0
1965/9/16 22:00,26,0
1965/9/16 23:00,29,0
1965/9/17 0:00,32,0
1965/9/17 1:00,41,0
1965/9/17 2:00,54,0
1965/9/17 3:00,61,0
1965/9/17 4:00,63,0
1965/9/17 5:00,62,0
1965/9/17 6:00,59,0
1965/9/17 7:00,56,0
1965/9/17 8:00,53,0
1965/9/17 9:00,50,0
1965/9/17 10:00,49,0
1965/9/17 11:00,49,0
1965/9/17 12:00,50,0
1965/9/17 13:00,61,0
1965/9/17 14:00,110,0
1965/9/17 15:00,184,0
1965/9/17 16:00,193,0
1965/9/17 17:00,228,0
1965/9/17 18:00,315,0
1965/9/17 19:00,588,0
1965/9/17 20:00,1266,0
1965/9/17 21:00,2020,0
1965/9/17 22:00,2276,0
1965/9/17 23:00,1867,1
1965/9/18 0:00,1362,1
1965/9/18 1:00,960,0
1965/9/18 2:00,705,0
1965/9/18 3:00,543,0
1965/9/18 4:00,430,0
1965/9/18 5:00,351,0
1965/9/18 6:00,293,0
1965/9/18 7:00,250,0
1965/9/18 8:00,217,0
1965/9/18 9:00,190,0
1965/9/18 10:00,169,0
1965/9/18 11:00,151,0
1965/9/18 12:00,138,0
1965/9/18 13:00,128,0
1965/9/18 14:00,121,0
1965/9/18 15:00,113,0
1965/9/18 16:00,106,0
1965/9/18 17:00,99,0
1965/9/18 18:00,92,0
1965/9/18 19:00,87,0
1965/9/18 20:00,82,0
1965/9/18 21:00,77,0
1965/9/18 22:00,73,0
1965/9/18 23:00,70,0
1965/9/19 0:00,66,0
1965/9/19 1:00,63,0
1965/9/19 2:00,61,0
1965/9/19 3:00,58,0
1965/9/19 4:00,56,0
1965/9/19 5:00,54,0
1965/9/19 6:00,52,0
1965/9/19 7:00,51,0
1965/9/19 8:00,49,0
1965/9/19 9:00,48,0
1965/9/19 10:00,46,0
1965/9/19 11:00,45,0
1965/9/19 12:00,44,0
1965/9/19 13:00,43,0
1965/9/19 14:00,42,0
1965/9/19 15:00,41,0
1965/9/19 16:00,40,0
1965/9/19 17:00,39,0
1965/9/19 18:00,38,0
1965/9/19 19:00,38,0
1965/9/19 20:00,37,0
1965/9/19 21:00,36,0
